CloneID	Chromosome	Start	End	Case1.Ref	Case1.Test	Case2.Ref	Case2.Test	Case3.Ref	Case3.Test
RP11-118J22	10	57666813	57836337	203	204	204	243	409	266
RP11-25D8	10	57666851	57835687	175	149	182	158	NA	NA
RP11-593C21	10	57796247	57940798	1072	1240	1150	1353	719	562
RP11-123L21	10	57814572	57959639	485	605	600	761	620	381
RP11-628N16	10	57876108	58036071	1311	1603	1297	1780	NA	NA
RP11-724N11	10	57992519	58175078	1641	2079	1364	1547	NA	NA
RP11-14M3	10	58040567	58201767	278	250	321	304	508	224
RP11-449G20	10	58158558	58307523	169	222	120	125	243	189
CTD-2005L22	10	58294513	58405377	512	536	398	428	935	645
RP11-4O7	10	58671564	58834728	338	339	418	430	558	313
RP11-203B22	10	58765810	58931166	146	140	NA	NA	525	307
RP11-25H22	10	58782901	58931102	326	248	362	291	NA	NA
RP11-661C1	10	58884486	59087457	NA	NA	313	298	371	191
RP11-371O16	10	59007501	59264430	108	83	137	120	NA	NA
RP11-352L11	10	59120692	59314391	581	535	504	558	628	263
RP11-237L11	10	59260246	59432219	1375	1638	1583	1896	881	545
RP11-434H3	10	59455753	59626153	296	247	283	267	NA	NA
RP11-774E14	10	59516758	59672341	941	1089	1053	1301	950	632
RP11-602P15	10	59745972	59941668	1246	1333	1533	1845	1146	789
RP11-114O17	10	59834841	60003128	486	447	NA	NA	947	534
RP11-17K10	10	60138606	60299656	572	494	563	629	706	398
RP11-45C16	10	60249701	60415898	NA	NA	NA	NA	NA	NA
CTD-2342H15	10	60280752	60517946	540	576	481	609	715	401
RP11-456A18	10	60388094	60552579	403	430	652	685	NA	NA
RP11-623A9	10	60495106	60680254	2116	2537	2227	2553	1525	1227
RP11-443O13	10	60613661	60808257	845	921	848	1061	NA	NA
RP11-615L19	10	60671285	60868709	1493	1604	1572	1777	1202	760
RP11-357A18	10	60813490	60976623	730	751	522	610	624	351
RP11-31C11	10	60911676	61052909	707	676	767	797	1110	626
RP11-195B4	10	61010649	61156013	95	81	NA	NA	281	116
RP11-4G6	10	61247175	61397645	1786	1626	2259	2057	2562	1273
RP11-717C16	10	61282634	61483096	1536	1374	1299	1642	639	428
RP11-660P14	10	61375985	61570170	178	127	234	243	NA	NA
RP11-769J7	10	61498616	61662059	1027	820	1313	1172	1694	867
RP11-681D24	10	61604258	61769787	1147	1384	1078	1222	987	530
RP11-170P21	10	61684765	61877316	NA	NA	NA	NA	251	116
RP11-614N3	10	61731731	61761393	458	488	484	557	230	232
RP11-788A14	10	61874655	62052694	2170	2783	2022	2741	1589	1494
RP11-338F14	10	62026515	62228545	879	838	753	761	421	269
RP11-237C17	10	62229920	62377973	288	219	337	259	1155	436
RP11-322C8	10	62331511	62488320	2028	2343	2118	2612	1717	1592
RP11-486G13	10	62471228	62659386	NA	NA	NA	NA	628	242
RP11-33E5	10	62605333	62758010	438	382	777	821	855	480
RP11-681N2	10	62727781	62898418	141	139	213	202	318	123
RP11-464N11	10	62786017	62956613	550	438	497	444	655	402
RP11-27O7	10	62841160	62953047	2355	3194	2737	3312	911	1032
RP11-24K7	10	62892813	63040569	191	167	225	190	NA	NA
RP11-24G18	10	62940261	63103600	145	128	NA	NA	389	173
RP11-23H20	10	62996887	63152881	178	133	NA	NA	488	211
RP11-732K3	10	63064083	63249528	1102	1437	958	1372	843	608
RP11-763M6	10	63336267	63533742	2982	3641	2924	3474	2634	2045
RP11-480H5	10	63417310	63605446	NA	NA	278	248	499	175
RP11-4L10	10	63499281	63664456	2641	3265	2603	3216	1384	1152
RP11-411I14	10	63505225	63662847	685	936	769	1046	806	608
RP11-2P11	10	63597548	63751512	312	283	408	335	739	361
RP11-512N10	10	63694826	63869918	957	764	948	894	2195	1271
RP11-496C12	10	63838913	64013484	1007	803	980	844	1084	533
RP11-259F5	10	63933557	64118844	2067	1723	1839	2220	1600	992
RP11-240H21	10	64189036	64341920	259	227	NA	NA	687	352
RP11-669N8	10	64274919	64450870	568	436	525	641	836	491
RP11-671O12	10	64410612	64556968	692	896	1216	1624	1528	1059
RP11-144G16	10	64414560	64598511	NA	NA	NA	NA	NA	NA
RP11-5I3	10	64553287	64713091	475	454	485	500	686	386
RP11-444I9	10	64643251	64847343	1045	1252	898	1152	703	474
RP11-517E2	10	64713092	64768321	825	937	827	1115	743	546
RP11-716K8	10	64737326	64926304	517	537	621	711	628	339
RP11-37N9	10	64831435	65005069	1134	1286	1133	1235	595	352
RP11-350D7	10	64952293	65149377	3000	3648	3245	3632	2617	2144
RP11-458O13	10	65097163	65285717	2136	2279	1795	1717	1834	1174
RP11-635L22	10	65187196	65362201	5129	6080	5094	6368	4341	3602
RP11-33K18	10	65276087	65434532	1293	1398	1432	1759	975	722
RP11-141A16	10	65347341	65548366	NA	NA	739	688	532	255
RP11-37M19	10	65484629	65652763	3033	3060	2746	3205	1281	833
RP11-113B9	10	65572224	65748693	315	275	NA	NA	NA	NA
RP11-705L16	10	65598233	65730060	399	421	477	579	542	368
RP11-176H12	10	65705571	65901603	231	256	NA	NA	749	468
RP11-318J23	10	65711959	65891133	836	818	826	904	905	671
RP11-52K20	10	65790031	65935435	343	387	436	408	613	337
RP11-757B19	10	65916163	66079281	305	478	323	382	381	215
RP11-318G1	10	65929797	66085866	2011	2169	1764	2219	1740	1589
RP11-165K20	10	66098169	66276587	NA	NA	NA	NA	NA	NA
RP11-776I20	10	66138231	66319089	1925	2195	1727	2155	NA	NA
RP11-261L11	10	66232395	66407024	2475	2640	2640	3256	1473	1207
RP11-709J10	10	66355758	66558763	103	135	NA	NA	NA	NA
RP11-740O8	10	66414664	66601022	385	476	326	425	NA	NA
RP11-252C24	10	66510550	66685864	1081	1255	1341	1620	1454	884
RP11-569M12	10	66560201	66746537	95	92	126	133	NA	NA
RP11-15F15	10	66561582	66705833	491	513	603	723	991	583
RP11-378L15	10	66588922	66787262	131	111	121	117	NA	NA
RP11-638O3	10	66593185	66765477	1179	1273	965	1281	963	626
RP11-296K5	10	66597042	66772587	421	517	NA	NA	650	404
RP11-669N2	10	66741099	66908135	494	534	498	609	465	391
RP11-151H17	10	66795166	66994232	437	727	597	682	389	292
RP11-448G13	10	66916794	67088672	453	613	512	587	NA	NA
RP11-351G20	10	66974667	67157206	100	87	89	103	NA	NA
RP11-752C16	10	67051870	67209021	191	170	NA	NA	NA	NA
RP11-372P15	10	67071569	67125479	1645	2077	1958	2251	2211	1445
RP11-372M5	10	67183141	67367268	1283	1442	1154	1498	1269	888
RP11-68A21	10	67207080	67400571	NA	NA	NA	NA	NA	NA
RP11-124O14	10	67351594	67514802	169	214	247	281	NA	NA
RP11-615P14	10	67517474	67714242	1223	1402	1085	1391	1071	740
RP11-457G5	10	67639060	67845946	1277	1495	1113	1272	1185	922
CTD-2016J15	10	67650841	67796307	287	202	308	293	428	202
RP11-315A3	10	67757993	67926350	648	783	793	890	1071	524
RP11-258D21	10	67806906	67940251	571	647	630	744	921	544
CTD-2026M12	10	67821738	67966722	242	237	210	196	788	442
RP11-17B10	10	67828946	67978284	105	102	NA	NA	NA	NA
RP11-113I9	10	67856708	68051694	254	243	NA	NA	724	425
RP11-450B20	10	68046580	68210844	1348	1603	1312	1563	1754	1661
RP11-192H19	10	68184410	68366294	NA	NA	139	105	NA	NA
RP11-141H24	10	68526271	68669419	64	61	NA	NA	155	74
RP11-795E21	10	68594351	68789357	2909	3502	2887	3547	1813	1321
RP11-107G10	10	68761572	68902563	447	468	439	401	933	529
RP11-457A10	10	68814503	69013081	922	1020	744	1132	818	549
RP11-218A10	10	68867744	68901104	823	1176	1007	1135	919	734
RP11-765O20	10	68901148	69088264	565	691	639	934	696	453
RP11-711I8	10	69131290	69286616	761	1005	799	913	748	715
RP11-654I24	10	69243538	69422391	1683	1997	1622	1825	1218	976
RP11-474D14	10	69354590	69527792	NA	NA	NA	NA	NA	NA
RP11-5L13	10	69455641	69605821	150	134	164	161	NA	NA
RP11-620O9	10	69500542	69644974	2368	2463	2809	3280	1623	1085
RP11-153K11	10	69608971	69775792	347	363	350	318	817	406
RP11-99D16	10	69643018	69835324	NA	NA	NA	NA	NA	NA
RP11-393A4	10	69782331	69929747	1457	2093	1949	2356	937	842
RP11-524O24	10	69914050	70036336	276	288	266	314	329	207
RP11-45E10	10	69937704	70127694	NA	NA	NA	NA	NA	NA
RP11-707P8	10	70053386	70231152	NA	NA	228	266	NA	NA
RP11-135E4	10	70148254	70310145	89	89	NA	NA	294	138
RP11-570F10	10	70215063	70363773	506	446	550	600	628	425
CTD-2225L23	10	70267167	70403005	644	640	765	680	1116	510
RP11-195E1	10	70301736	70459411	NA	NA	161	116	385	156
RP11-652D17	10	70708535	70895194	837	723	977	787	1240	609
RP11-664D2	10	70808609	70957453	911	838	940	920	954	436
RP11-42A19	10	70821065	70975288	1226	1439	1875	2105	2216	1163
RP11-57E11	10	70975305	71145469	4469	4933	3876	3965	4771	3159
RP11-727P21	10	70997379	71176563	619	615	720	776	649	432
RP11-318P9	10	71006075	71199914	1203	1311	1698	1856	1142	725
CTD-2021D10	10	71072643	71280096	167	141	NA	NA	236	102
RP11-812A17	10	71221203	71427578	520	444	530	436	863	369
RP11-278A9	10	71386857	71538593	3806	4147	4099	4235	3049	2087
RP11-367H5	10	71486152	71673392	500	472	630	555	728	386
RP11-161B17	10	71533626	71726040	NA	NA	NA	NA	NA	NA
RP11-660F6	10	71640488	71819707	687	724	737	653	955	623
RP11-104F15	10	71750332	71959150	56	55	NA	NA	NA	NA
RP11-10P8	10	71847483	72032178	NA	NA	554	430	889	362
RP11-778N3	10	71871522	72073496	451	398	397	358	NA	NA
CTD-2017N17	10	71930525	72082775	649	456	NA	NA	954	469
RP11-399N22	10	72084745	72272303	509	401	NA	NA	622	265
RP11-609M11	10	72202070	72412919	5812	5997	6078	6517	5938	4409
RP11-177I6	10	72294600	72488041	NA	NA	179	145	NA	NA
RP11-252M8	10	72415475	72583104	840	630	900	792	1968	965
RP11-27E22	10	72599287	72753838	508	331	633	458	NA	NA
RP11-154N17	10	72652702	72812282	NA	NA	NA	NA	NA	NA
RP11-465E1	10	72794034	72973699	716	581	879	739	1200	414
RP11-241D23	10	72895461	73087618	519	337	542	416	1055	490
RP11-640H22	10	73065321	73272986	5314	5309	5923	5652	4754	2905
RP11-488K19	10	73116593	73288590	525	323	569	436	859	364
RP11-117G4	10	73252765	73419047	656	491	986	727	1069	521
RP11-799K15	10	73354905	73576413	460	425	451	401	623	346
RP11-135C15	10	73485223	73645700	518	416	543	458	896	522
RP11-785J6	10	73609397	73767795	884	1015	1156	1143	904	493
RP11-622N6	10	73834354	73991112	NA	NA	1508	1709	2480	1875
CTD-2026F12	10	73908066	74023824	NA	NA	NA	NA	NA	NA
CTD-2012M4	10	74118838	74237774	413	393	NA	NA	950	416
RP11-626F10	10	74160464	74331221	2334	2557	1857	1852	1139	720
RP11-264B2	10	74170329	74335736	1042	1260	1097	1166	1010	796
RP11-522H2	10	74238352	74406281	603	585	630	752	781	599
RP11-334L1	10	74322620	74524389	698	567	765	668	1096	663
RP11-648I20	10	74400090	74582279	242	168	NA	NA	NA	NA
RP11-429F1	10	74490778	74648818	746	736	854	1204	1598	976
RP11-489P22	10	74622879	74786679	963	986	1605	1842	NA	NA
RP11-640K24	10	74743644	74913210	2191	2637	2139	2620	2035	1741
RP11-316E16	10	74961403	75158186	2390	2637	1697	1514	855	662
RP11-199G15	10	75079115	75270209	187	125	NA	NA	544	192
CTD-2504H5	10	75128826	75337880	672	557	713	654	1171	513
RP11-633L20	10	75270210	75482456	2976	3722	3645	3719	4058	3444
RP11-640C4	10	75387122	75552676	1777	2216	1782	2128	1670	1395
CTD-2015J9	10	75479511	75636146	NA	NA	228	180	NA	NA
RP11-795A3	10	75539116	75751604	222	302	NA	NA	360	188
RP11-148C18	10	75622919	75781790	214	256	NA	NA	267	185
RP11-485P7	10	75677631	75859906	171	257	134	140	NA	NA
RP11-46O21	10	75788425	75966025	NA	NA	NA	NA	NA	NA
RP11-448K17	10	76037560	76261199	996	1468	757	853	842	583
RP11-693K23	10	76068135	76261199	677	760	817	935	1053	816
RP11-368I19	10	76243541	76415350	227	186	NA	NA	NA	NA
RP11-545M18	10	76471722	76667247	NA	NA	NA	NA	NA	NA
RP11-577C2	10	76544971	76708097	463	359	502	438	332	107
RP11-727O24	10	76646025	76900684	3128	3390	3155	3039	3993	2529
RP11-735L1	10	76785576	76964519	5471	5839	5449	6358	4979	3481
RP11-7C23	10	76902035	77094091	472	379	539	471	1029	417
RP11-419G5	10	77020205	77190752	539	421	579	529	990	516
RP11-406B4	10	77123718	77264698	85	82	NA	NA	NA	NA
RP11-786K1	10	77136739	77177473	76	97	NA	NA	NA	NA
RP11-625J17	10	77231114	77401223	6503	6594	6862	7362	4559	3214
RP11-423F10	10	77389763	77578274	999	1029	985	1239	772	400
RP11-39L13	10	77487773	77676102	793	686	898	891	1600	825
RP11-467A5	10	77621138	77767645	137	116	165	135	NA	NA
RP11-316I22	10	77718438	77921900	2874	3426	2886	3665	3508	3413
RP11-295C7	10	77730579	77902013	2737	2948	2965	3479	1862	1167
RP11-382J4	10	77767646	77967422	705	709	775	922	594	393
RP11-372C1	10	77812101	78010498	161	101	NA	NA	NA	NA
RP11-143D9	10	77902036	78116466	1370	1598	1653	1883	1355	962
RP11-105I17	10	77982589	78143315	169	138	NA	NA	NA	NA
RP11-732B2	10	78080901	78204770	235	192	230	214	374	181
RP11-791H19	10	78133256	78326019	410	275	436	420	839	538
RP11-629G6	10	78183006	78362099	3268	3282	2922	3318	3087	2942
RP11-272P2	10	78321240	78487873	5162	4772	5214	5689	5980	4241
RP11-205K10	10	78458614	78622245	135	131	156	124	NA	NA
RP11-45P20	10	78515307	78697046	463	401	621	536	1089	436
RP11-27N7	10	78587054	78742047	546	433	629	564	758	368
RP11-153F2	10	78721811	78899964	1490	1499	1912	1786	2913	1538
RP11-619F23	10	78782829	78992927	477	486	818	915	NA	NA
RP11-450N18	10	78940494	79120327	969	708	1118	1095	3025	1865
RP11-122P13	10	78969959	79117295	1293	1259	1556	1555	2253	1360
RP11-407P23	10	79191566	79412002	NA	NA	823	662	1006	438
RP11-98A2	10	79302077	79456991	205	176	243	248	323	179
RP11-637L3	10	79424826	79614809	5230	5291	5104	4731	2785	1828
RP11-34B22	10	79507882	79695781	605	454	NA	NA	1403	630
RP11-738H5	10	79599224	79807335	3664	3257	3857	4394	3648	2254
RP11-606M16	10	79776333	79963915	1835	1876	2100	2020	2190	1384
RP11-721C9	10	79908488	80159580	6790	7117	6246	6503	6996	5909
RP11-259A6	10	80084777	80241593	3553	2854	4171	3690	5212	2994
RP11-70I3	10	80317960	80496160	194	152	250	200	NA	NA
RP11-481G8	10	80420000	80580895	311	220	389	303	544	213
CTD-2011L11	10	80522858	80706566	702	517	811	697	1281	582
RP11-173H18	10	80622265	80746783	259	146	NA	NA	NA	NA
RP11-345B24	10	80746784	80949616	4178	4363	NA	NA	3860	2457
RP11-724L1	10	80883843	81048236	3385	3388	4085	4161	3894	2485
RP11-1065B16	10	81048308	81250922	2217	2449	2378	2271	1160	783
RP11-318P7	10	81085642	81266776	5739	5425	6506	6655	4272	2728
RP11-506M13	10	81250923	81410152	3405	3115	3868	3975	1788	859
RP11-76K1	10	81670761	81824435	NA	NA	90	86	NA	NA
RP11-668E21	10	81761866	81959647	NA	NA	796	705	NA	NA
RP11-529C24	10	81853655	82071278	618	576	734	657	788	336
RP11-723L19	10	81995961	82155037	4662	4777	4227	4781	2111	1119
CTD-2070A18	10	82072930	82155037	461	600	675	725	497	277
RP13-494I5	10	82145598	82323175	NA	NA	2086	2049	1890	1185
RP11-137H2	10	82163363	82317793	1110	956	1297	1184	1976	1232
RP11-635P19	10	82249252	82426383	4444	3952	4427	4038	2262	1380
RP11-789N10	10	82378913	82541873	1469	1362	1777	1925	1429	888
RP11-175M21	10	82390326	82603588	2403	2445	2612	3038	2191	1498
RP11-731E24	10	82395470	82580958	471	541	618	646	462	254
RP11-20E23	10	82476510	82646312	1179	1189	1700	1868	1742	1041
RP11-211J20	10	82593229	82734217	865	951	913	1088	722	515
RP11-718N18	10	82633083	82814231	3642	4288	3608	4634	4241	3157
RP11-109A2	10	82790746	82962717	588	504	783	805	724	384
RP11-549F12	10	82891064	83061864	637	808	490	729	596	433
RP11-53E6	10	83048921	83162868	NA	NA	NA	NA	NA	NA
RP11-620H8	10	83098396	83256344	1134	1226	1059	1507	701	442
RP11-298H1	10	83299752	83453652	204	182	NA	NA	NA	NA
RP11-418O7	10	83369333	83566987	1433	1971	1272	1681	511	323
RP11-535H4	10	83521211	83688587	112	76	NA	NA	NA	NA
RP11-211L20	10	83660655	83816312	NA	NA	1062	974	1309	494
CTD-2012P9	10	83674728	83786916	366	336	519	499	721	353
RP11-459P14	10	83729908	83908636	928	1244	893	969	1493	801
RP11-282C8	10	83800809	83947617	437	381	490	533	NA	NA
RP11-440N20	10	83828837	84007098	2321	2622	2438	3080	1222	841
RP11-319L5	10	83921155	84103181	3551	4196	3676	4613	3718	2678
RP11-636A3	10	84025928	84183967	4698	5616	5085	5873	5421	4444
RP11-418B8	10	84360420	84524019	692	902	754	846	936	476
RP11-722F10	10	84456039	84615216	2277	2777	2108	2533	1336	905
RP11-128H1	10	84630270	84787403	223	239	312	271	412	240
RP11-99I12	10	84728606	84908171	70	63	NA	NA	NA	NA
RP11-722L1	10	84826360	84998234	762	951	1052	1288	1040	642
RP11-422N12	10	84913701	85089478	592	547	619	547	824	417
RP11-484D21	10	84958285	85176686	748	937	779	930	856	553
RP11-105C3	10	84985445	85144660	NA	NA	NA	NA	NA	NA
RP11-197M13	10	85126355	85292748	63	69	NA	NA	183	107
RP11-642C18	10	85388710	85575589	3463	3561	2179	2243	4199	2627
RP11-109N10	10	85397986	85590878	398	342	396	412	753	421
RP11-788I24	10	85481953	85659374	634	604	1165	943	690	360
RP11-258G19	10	85595564	85805653	4444	4947	3958	4743	2798	2105
RP11-325H21	10	85660680	85834497	1493	1421	1851	1731	1984	1007
RP11-457E1	10	85866319	86064318	3037	3346	3255	3388	2440	1713
RP11-35L5	10	85973521	86153729	1326	1318	1584	1555	1363	892
RP11-738I2	10	86064319	86268000	181	185	264	330	366	231
RP11-470J18	10	86243845	86397752	1074	1036	546	740	569	345
RP11-121P20	10	86396539	86560655	NA	NA	NA	NA	471	168
RP11-478A11	10	86502009	86717163	1684	1271	2034	1991	994	414
CTD-2007J5	10	86639554	86803754	932	667	NA	NA	2785	1230
RP11-809A9	10	86781545	86972730	255	307	NA	NA	408	201
RP11-815H20	10	86858799	87060248	538	480	473	460	688	367
RP11-281J22	10	86981311	87169342	NA	NA	192	197	NA	NA
RP11-605I8	10	87056658	87227607	3766	4181	3417	4102	3179	1855
RP11-180K3	10	87201048	87404593	NA	NA	185	141	NA	NA
RP11-711N15	10	87344709	87535131	2804	3117	2030	2339	3492	2158
RP11-589G23	10	87510785	87691231	4442	5432	4113	4822	3181	2287
RP11-134O16	10	87636339	87850477	175	135	205	181	603	204
RP11-808E6	10	87745415	87782787	NA	NA	63	84	NA	NA
RP11-159F17	10	87802081	87946731	643	510	680	752	982	595
RP11-815L14	10	87925208	88110303	1317	1364	1606	1552	1214	651
RP11-766I11	10	87927214	88137326	6119	5906	6006	6603	3564	2229
CTD-2006O14	10	87966385	88108163	NA	NA	565	389	NA	NA
RP11-401I8	10	88170521	88376408	141	140	NA	NA	NA	NA
RP11-141D8	10	88280059	88465884	383	350	448	386	575	300
RP11-794B7	10	88344352	88572936	3653	4306	4982	5445	3211	2725
RP11-380M16	10	88499462	88721025	1197	1462	1501	1631	1336	848
RP11-420K10	10	88508340	88665871	670	582	700	629	NA	NA
RP11-38O2	10	88734014	88903991	1413	1378	1527	1591	1284	723
RP11-322M19	10	88946983	89123875	317	289	270	240	NA	NA
CTD-2547A23	10	89077055	89298853	NA	NA	3261	3510	2718	1730
RP11-659F22	10	89246762	89428545	1620	1691	1890	2082	1420	785
RP11-210E13	10	89400386	89583299	NA	NA	NA	NA	NA	NA
RP11-325O23	10	89538420	89711448	1478	1823	1344	1582	1315	1073
RP11-302L4	10	89568390	89732451	2881	2988	2827	3369	3078	2405
RP11-765C10	10	89705201	89888624	3018	2581	3346	4006	2089	1259
RP11-462F4	10	89801227	89979179	2912	2972	2982	3382	2423	1330
RP11-645D17	10	89987583	90156065	361	374	411	346	592	269
RP11-762G5	10	90056121	90249731	175	138	198	228	380	158
RP11-425M17	10	90213953	90401500	344	281	240	211	280	130
RP11-349G6	10	90400468	90577312	321	345	377	418	308	158
RP11-21I24	10	90554677	90720332	436	327	524	471	608	268
RP11-115N17	10	90560818	90713968	554	667	518	445	705	401
RP11-460N21	10	90654816	90855814	523	398	744	640	979	415
CTD-2003J9	10	90812634	90956998	NA	NA	465	380	666	263
RP11-341B24	10	90829588	90996246	3154	3487	3298	3856	2353	1776
RP11-809I3	10	90919493	91083283	1101	953	1153	1106	1274	595
RP11-474I15	10	90996338	91164272	NA	NA	NA	NA	NA	NA
RP11-168O10	10	91112717	91262385	258	225	301	248	NA	NA
RP11-669F11	10	91448722	91645951	1364	1586	1334	1730	1480	1040
RP11-621C7	10	91481389	91697760	1297	1579	2192	2396	2196	1553
RP11-393B8	10	91629436	91801748	380	285	297	307	NA	NA
RP11-788J9	10	91760428	91957277	104	83	NA	NA	NA	NA
RP11-50J21	10	91791818	91944298	681	535	NA	NA	1522	714
RP11-34D1	10	91801749	92004002	932	1211	1149	1341	NA	NA
RP11-477D14	10	91937517	92109303	468	550	451	487	555	305
RP11-155M14	10	91967251	92126153	835	681	874	757	2336	1068
RP11-280P8	10	92056961	92232430	259	230	NA	NA	NA	NA
CTD-2026L14	10	92184540	92338991	343	284	NA	NA	1306	634
RP11-106D15	10	92281979	92463803	202	176	NA	NA	611	264
RP11-188C5	10	92351471	92505756	NA	NA	NA	NA	189	88
RP11-700O24	10	92580556	92783562	499	490	475	494	661	414
RP11-575G4	10	92685986	92862681	976	827	1059	1191	1635	763
RP11-351F9	10	92786852	92958837	1598	1501	1701	1651	2412	1113
RP11-152G7	10	92995033	93182538	1829	2060	1987	2236	1127	760
RP11-266B14	10	93123855	93266363	2061	2219	2457	2444	1931	1311
RP11-598M22	10	93154088	93332810	1145	1125	1110	1265	1296	837
RP11-106M14	10	93312991	93486086	169	159	225	182	707	302
RP11-368O6	10	93440083	93633145	696	764	802	822	1197	636
RP11-43D10	10	93617221	93786736	1606	1452	2262	2079	3125	1596
RP11-239G4	10	93717053	93875395	NA	NA	NA	NA	NA	NA
RP11-598D18	10	93786814	93947129	398	333	600	496	683	300
RP11-592P14	10	93860888	94084622	2868	3308	2590	2563	2095	1890
RP11-628J20	10	93971893	94185859	2694	3596	2829	2841	1722	1104
RP11-25O20	10	94115082	94293502	NA	NA	NA	NA	NA	NA
RP11-670L3	10	94218016	94405680	1092	1414	1332	1538	1101	1090
RP11-186B4	10	94287076	94478264	107	105	167	150	463	199
RP11-707C22	10	94437677	94599808	276	227	259	238	386	223
RP11-148C9	10	94622978	94802109	351	413	NA	NA	536	378
RP11-168O13	10	94713591	94879326	NA	NA	NA	NA	NA	NA
RP11-280G19	10	94830272	95002003	3345	3498	2727	2945	3764	2488
RP11-582M20	10	94883797	95049875	3988	4539	3653	3959	4250	2781
RP11-624L12	10	95002672	95171472	2800	2929	2558	2865	1026	813
RP11-721D10	10	95109122	95310623	634	671	554	574	688	403
RP11-714J11	10	95288778	95447597	914	716	628	730	598	273
RP11-404A17	10	95405147	95578902	541	475	NA	NA	854	362
RP11-397J18	10	95551805	95704002	519	574	746	787	783	348
RP11-427B15	10	95652626	95815130	155	131	NA	NA	NA	NA
RP11-717L5	10	95679291	95847437	3198	3305	2687	2893	2832	2378
RP11-121A3	10	95873254	96037340	429	356	NA	NA	1076	477
RP11-3D11	10	96045180	96216428	281	213	328	249	473	217
RP11-556C2	10	96304025	96510415	511	484	696	643	NA	NA
RP11-706F14	10	96513911	96699726	358	326	316	367	306	152
RP11-350H8	10	96646919	96810759	1752	1998	1743	2236	1229	758
RP11-664M18	10	96844743	97083137	3480	4190	4177	4720	3966	3480
RP11-205N7	10	97069372	97240341	157	108	NA	NA	NA	NA
RP11-734G5	10	97207479	97386402	2149	2831	2053	2515	1841	1187
RP11-633F11	10	97386403	97537007	1755	1871	NA	NA	564	349
RP11-427L6	10	97401318	97577872	198	160	270	204	NA	NA
RP11-764H3	10	97580147	97780347	2745	3523	2386	2758	1653	1213
RP11-313P2	10	97721837	97919912	4521	5139	3170	3018	2430	1470
RP11-109J16	10	97835156	98007915	197	175	238	190	737	318
RP11-590P13	10	97917584	98135692	490	391	431	398	501	253
RP11-304C14	10	98070962	98235424	3232	3035	3005	3073	1188	543
RP11-456I7	10	98174205	98357366	570	578	604	485	NA	NA
RP11-145P10	10	98268158	98445418	NA	NA	NA	NA	NA	NA
RP11-745B6	10	98467060	98661583	1124	861	1116	1277	1505	934
RP11-153G4	10	98523679	98693465	604	442	865	569	NA	NA
RP11-768J2	10	98669574	98860467	2473	2145	3267	3602	3353	1560
RP11-69P10	10	98707093	98751270	3071	3490	2840	3269	995	903
RP11-453E2	10	98780387	98941770	485	304	465	401	477	194
RP11-786K15	10	98988334	99135914	118	88	NA	NA	NA	NA
RP11-872L1	10	99011611	99221605	439	414	NA	NA	515	394
RP11-318M12	10	99135915	99301294	1502	1739	1578	1577	1800	1230
RP11-141A20	10	99287278	99437800	NA	NA	793	617	1427	749
RP11-548K23	10	99330660	99479601	250	219	NA	NA	NA	NA
RP11-459F3	10	99476983	99649356	383	289	418	338	NA	NA
RP11-202P6	10	99562967	99720997	288	230	NA	NA	885	366
RP11-594J24	10	99757365	99974989	3746	4157	4352	5318	3135	2364
RP11-648E7	10	99922562	100111024	3075	2951	2620	3085	2342	1757
RP11-439D8	10	100077732	100274731	6885	7621	8344	9598	6247	3941
RP11-707M8	10	100151884	100341805	NA	NA	1589	1872	2575	1308
RP11-134P2	10	100233688	100388795	845	803	916	924	1817	1014
RP11-97H1	10	100388981	100582030	NA	NA	92	76	173	95
RP11-293B10	10	100453116	100630901	733	795	769	884	NA	NA
RP11-634N2	10	100582502	100767158	1622	1749	1210	1468	1007	657
RP11-140M21	10	100626607	100795293	834	910	464	487	729	393
RP11-385J11	10	100705970	100906136	269	264	315	328	329	167
RP11-398H15	10	100794004	100956727	415	422	NA	NA	NA	NA
RP11-155K9	10	100896887	101061185	163	141	197	196	NA	NA
RP11-48K10	10	101005021	101168178	143	115	209	179	NA	NA
RP11-149A13	10	101139597	101302298	810	686	685	641	2046	1065
RP11-348I19	10	101201051	101401171	373	332	446	418	285	109
RP11-157O7	10	101298975	101465966	NA	NA	NA	NA	374	153
RP11-114F7	10	101496919	101653393	650	496	736	638	NA	NA
RP11-578B3	10	101542237	101695268	256	286	330	355	426	277
RP11-36D5	10	101583591	101745195	537	397	644	597	1423	621
RP11-745K22	10	101652991	101837068	141	114	NA	NA	NA	NA
RP11-383K22	10	101777259	101952025	1086	1267	927	954	1013	881
RP11-656P14	10	101911754	102085443	170	147	180	187	309	146
RP11-2M13	10	101954680	102117383	519	380	725	620	1046	471
RP11-743I2	10	102046336	102207977	414	373	615	642	741	346
RP11-188N23	10	102120730	102272739	819	881	956	951	1156	599
RP11-121I4	10	102156298	102342998	812	738	1203	1148	1557	915
RP11-710A19	10	102207978	102428669	364	311	418	296	487	239
RP11-759O14	10	102305213	102499179	3197	3547	3189	3218	4632	3358
RP13-568I8	10	102407399	102581725	3229	3371	2989	2972	2164	1493
RP13-628D17	10	102443708	102554000	591	495	1020	772	NA	NA
CTD-2129N23	10	102512527	102606367	1181	1113	1652	1550	2142	1167
RP11-179B2	10	102553726	102699193	114	105	NA	NA	256	114
